sku,product_name,category,unit_cost_usd,lead_time_days,supplier_risk,stock_on_hand,reorder_point,active,duplicate_marker
XRX-SKU-03604,Xerox AltaLink C8155,service,11694.75,43,0.959,174,34,True,
XRX-SKU-03605,Xerox B315,spare_part,6464.23,48,0.55,255,192,True,
XRX-SKU-03606,Fuser 115R00138,toner,10840.96,56,0.307,235,214,False,
XRX-SKU-03607,Xerox AltaLink C8155,service,5579.37,16,0.441,790,142,True,
XRX-SKU-03608,Xerox C410,toner,13426.5,40,0.595,463,234,True,
XRX-SKU-03609,Xerox VersaLink B625,toner,1860.63,42,0.018,605,165,True,
XRX-SKU-03610,Transfer Belt 001R00613,spare_part,14480.12,60,0.141,169,87,True,
XRX-SKU-03611,Toner 006R04399,software,1023.29,12,0.959,310,39,True,
XRX-SKU-03612,Fuser 115R00138,software,1061.13,2,0.272,651,239,True,
XRX-SKU-03613,Fuser 115R00138,toner,11284.82,58,0.724,701,144,True,
XRX-SKU-03614,Xerox AltaLink C8155,software,10584.17,45,0.585,898,149,True,
XRX-SKU-03615,Fuser 115R00138,spare_part,15617.65,6,0.944,676,20,True,
XRX-SKU-03616,Xerox AltaLink C8155,spare_part,16035.44,15,0.376,501,14,True,
XRX-SKU-03617,Transfer Belt 001R00613,spare_part,7675.69,22,0.073,28,175,True,
XRX-SKU-03618,Xerox B315,device,11143.48,30,0.577,508,52,True,
XRX-SKU-03619,Xerox AltaLink C8155,device,5762.12,17,0.961,274,77,True,
XRX-SKU-03620,Toner 006R04399,spare_part,12149.12,3,0.37,18,28,True,
XRX-SKU-03621,Xerox AltaLink C8155,toner,4914.46,17,0.141,875,200,True,
XRX-SKU-03622,Fuser 115R00138,software,18433.45,6,0.297,143,234,True,
XRX-SKU-03623,Xerox B315,service,10522.0,54,0.962,885,201,True,
XRX-SKU-03624,Xerox B315,spare_part,9146.88,53,0.959,641,241,True,
XRX-SKU-03625,Xerox AltaLink C8155,toner,13771.61,60,0.448,316,177,True,
XRX-SKU-03626,Xerox C410,device,9748.03,45,0.056,127,12,True,
XRX-SKU-03627,Toner 006R04399,toner,14232.39,2,0.466,215,144,True,
XRX-SKU-03628,Xerox B315,software,15572.48,27,0.315,79,146,True,
XRX-SKU-03629,Xerox B315,spare_part,17295.01,34,0.59,32,155,False,
XRX-SKU-03630,Xerox AltaLink C8155,spare_part,9818.59,43,0.148,33,170,True,
XRX-SKU-03631,Toner 006R04399,service,16198.24,43,0.042,628,242,False,
XRX-SKU-03632,Toner 006R04399,toner,17145.37,45,0.086,42,206,True,
XRX-SKU-03633,Xerox PrimeLink C9070,spare_part,15034.71,40,0.528,28,248,True,
XRX-SKU-03634,Transfer Belt 001R00613,service,4806.34,26,0.108,425,124,False,
XRX-SKU-03635,Xerox PrimeLink C9070,software,1772.38,30,0.449,520,51,True,
XRX-SKU-03636,Xerox C410,toner,667.8,51,0.31,239,217,True,
XRX-SKU-03637,Fuser 115R00138,spare_part,17968.21,53,0.999,763,63,True,
XRX-SKU-03638,Transfer Belt 001R00613,toner,12871.98,36,0.733,454,75,True,
XRX-SKU-03639,Transfer Belt 001R00613,software,13799.5,44,0.209,662,173,True,
XRX-SKU-03640,Toner 006R04399,spare_part,18328.96,1,0.86,465,217,True,
XRX-SKU-03641,Transfer Belt 001R00613,spare_part,5000.92,49,0.862,729,71,True,
XRX-SKU-03642,Transfer Belt 001R00613,device,4171.71,49,0.761,267,215,True,
XRX-SKU-03643,Toner 006R04399,service,5938.42,52,0.255,14,133,True,
XRX-SKU-03644,Transfer Belt 001R00613,device,17673.98,13,0.656,740,137,True,
XRX-SKU-03645,Xerox PrimeLink C9070,spare_part,9141.3,6,0.978,111,227,True,
XRX-SKU-03646,Transfer Belt 001R00613,service,2981.87,6,0.163,403,181,True,
XRX-SKU-03647,Xerox VersaLink B625,service,2944.24,32,0.329,132,35,True,
XRX-SKU-03648,Toner 006R04399,device,13401.79,5,0.104,265,84,True,
XRX-SKU-03649,Xerox PrimeLink C9070,toner,10818.13,18,0.182,442,182,True,
XRX-SKU-03650,Xerox PrimeLink C9070,device,902.05,36,0.65,225,82,True,
XRX-SKU-03651,Xerox PrimeLink C9070,software,3721.02,6,0.915,768,101,True,
XRX-SKU-03652,Xerox C410,spare_part,185.69,23,0.529,720,122,True,
XRX-SKU-03653,Xerox C410,device,2396.48,48,0.388,492,230,True,
XRX-SKU-03654,Xerox C410,toner,14024.7,55,0.445,116,193,True,
XRX-SKU-03655,Xerox PrimeLink C9070,toner,5490.95,2,0.258,441,96,True,
XRX-SKU-03656,Xerox B315,device,11933.74,12,0.748,219,37,True,
XRX-SKU-03657,Transfer Belt 001R00613,service,17945.83,5,0.696,415,172,True,
XRX-SKU-03658,Xerox B315,device,2780.32,29,0.574,99,147,True,
XRX-SKU-03659,Xerox PrimeLink C9070,device,9846.95,13,0.457,540,144,True,
XRX-SKU-03660,Transfer Belt 001R00613,spare_part,2282.48,24,0.296,784,202,True,
XRX-SKU-03661,Xerox AltaLink C8155,spare_part,6734.09,6,0.464,477,121,False,
XRX-SKU-03662,Xerox B315,device,2895.48,56,0.158,808,91,True,
XRX-SKU-03663,Xerox AltaLink C8155,software,10190.81,5,0.815,238,154,True,
XRX-SKU-03664,Transfer Belt 001R00613,spare_part,1152.01,30,0.645,610,138,True,
XRX-SKU-03665,Xerox AltaLink C8155,service,6440.97,50,0.388,410,131,True,
XRX-SKU-03666,Xerox AltaLink C8155,toner,11955.19,5,0.355,584,260,True,
XRX-SKU-03667,Xerox B315,software,12413.15,44,0.946,796,222,True,
XRX-SKU-03668,Xerox VersaLink B625,software,10812.83,46,0.267,103,229,True,
XRX-SKU-03669,Xerox PrimeLink C9070,software,14563.09,51,0.454,724,96,True,
XRX-SKU-03670,Xerox AltaLink C8155,service,7614.94,40,0.415,857,24,True,
XRX-SKU-03671,Toner 006R04399,service,3119.17,47,0.182,307,53,True,
XRX-SKU-03672,Xerox B315,software,9113.74,25,1.0,272,67,True,
XRX-SKU-03673,Transfer Belt 001R00613,toner,16635.69,24,0.796,810,53,True,
XRX-SKU-03674,Xerox AltaLink C8155,service,17526.68,26,0.246,504,121,True,
XRX-SKU-03675,Xerox B315,device,10254.52,24,0.886,522,197,True,
XRX-SKU-03676,Xerox B315,service,11828.54,1,0.063,709,169,True,
XRX-SKU-03677,Xerox B315,service,7203.48,46,0.025,643,40,True,
XRX-SKU-03678,Xerox B315,spare_part,3239.98,41,0.282,276,41,True,
XRX-SKU-03679,Transfer Belt 001R00613,service,3751.59,2,0.054,30,192,True,
XRX-SKU-03680,Xerox C410,software,7601.0,33,0.354,553,169,True,
XRX-SKU-03681,Transfer Belt 001R00613,device,14878.38,11,0.959,68,27,True,
XRX-SKU-03682,Transfer Belt 001R00613,software,4900.72,35,0.925,218,172,True,
XRX-SKU-03683,Xerox VersaLink B625,spare_part,7272.16,15,0.984,247,230,True,
XRX-SKU-03684,Transfer Belt 001R00613,software,12173.81,52,0.069,10,163,True,
XRX-SKU-03685,Toner 006R04399,spare_part,17248.4,24,0.04,450,17,True,
XRX-SKU-03686,Transfer Belt 001R00613,software,4448.08,29,0.101,464,72,True,
XRX-SKU-03687,Xerox AltaLink C8155,software,4387.5,19,0.047,289,196,True,
XRX-SKU-03688,Xerox AltaLink C8155,software,1611.92,50,0.828,276,188,True,
XRX-SKU-03689,Xerox AltaLink C8155,spare_part,8345.62,40,0.734,30,153,True,
XRX-SKU-03690,Fuser 115R00138,toner,2953.32,3,0.241,457,68,True,
XRX-SKU-03691,Toner 006R04399,spare_part,9001.68,55,0.644,411,51,True,
XRX-SKU-03692,Xerox VersaLink B625,software,9858.2,46,0.32,472,205,True,
XRX-SKU-03693,Xerox VersaLink B625,spare_part,16176.1,43,0.237,314,221,False,
XRX-SKU-03694,Transfer Belt 001R00613,software,10389.35,14,0.319,818,130,True,
XRX-SKU-03695,Xerox PrimeLink C9070,device,907.62,11,0.4,310,133,True,
XRX-SKU-03696,Xerox C410,service,5101.61,35,0.429,162,167,True,
XRX-SKU-03697,Xerox C410,spare_part,9399.58,8,0.245,719,45,True,
XRX-SKU-03698,Xerox PrimeLink C9070,spare_part,9106.89,51,0.535,396,248,True,
XRX-SKU-03699,Xerox C410,software,15401.86,60,0.386,886,52,True,
XRX-SKU-03700,Xerox B315,service,15840.97,8,0.651,843,205,True,
XRX-SKU-03701,Toner 006R04399,software,178.49,52,0.987,756,175,True,
XRX-SKU-03702,Fuser 115R00138,service,7823.13,13,0.77,630,18,True,
XRX-SKU-03703,Xerox AltaLink C8155,toner,15934.22,31,0.446,171,218,True,
XRX-SKU-03704,Xerox AltaLink C8155,service,116.77,30,0.122,762,109,True,
XRX-SKU-03705,Xerox AltaLink C8155,spare_part,1098.55,15,0.471,297,253,True,
XRX-SKU-03706,Transfer Belt 001R00613,spare_part,859.01,23,0.923,280,30,True,
XRX-SKU-03707,Xerox VersaLink B625,service,9489.3,52,0.246,611,186,True,
XRX-SKU-03708,Transfer Belt 001R00613,software,15488.67,25,0.183,775,140,True,
XRX-SKU-03709,Xerox VersaLink B625,service,15614.53,23,0.891,14,143,True,
XRX-SKU-03710,Toner 006R04399,spare_part,9747.9,37,0.989,24,62,True,
XRX-SKU-03711,Xerox C410,software,14074.48,36,0.962,115,106,True,
XRX-SKU-03712,Xerox C410,device,13737.32,3,0.035,230,212,True,
XRX-SKU-03713,Transfer Belt 001R00613,service,3367.14,43,0.016,784,145,True,
XRX-SKU-03714,Transfer Belt 001R00613,service,9465.28,21,0.117,700,38,True,
XRX-SKU-03715,Xerox B315,software,275.36,56,0.628,412,49,True,
XRX-SKU-03716,Xerox B315,software,14825.2,1,0.96,389,11,True,
XRX-SKU-03717,Transfer Belt 001R00613,service,15447.2,41,0.341,778,150,True,
XRX-SKU-03718,Xerox AltaLink C8155,toner,16306.14,10,0.984,182,125,True,
XRX-SKU-03719,Transfer Belt 001R00613,software,2953.52,1,0.751,37,184,True,
XRX-SKU-03720,Xerox VersaLink B625,spare_part,9273.95,50,0.265,257,229,True,
XRX-SKU-03721,Toner 006R04399,spare_part,18042.31,50,0.186,341,142,True,
XRX-SKU-03722,Xerox C410,software,7451.24,34,0.577,248,18,True,
XRX-SKU-03723,Xerox AltaLink C8155,software,11925.71,39,0.793,848,144,True,
XRX-SKU-03724,Xerox C410,software,7177.14,45,0.199,807,52,True,
XRX-SKU-03725,Xerox AltaLink C8155,software,16919.41,22,0.924,369,211,True,
XRX-SKU-03726,Transfer Belt 001R00613,device,5063.94,27,0.903,25,67,True,
XRX-SKU-03727,Xerox PrimeLink C9070,device,10456.71,38,0.954,781,168,True,
XRX-SKU-03728,Transfer Belt 001R00613,software,6820.62,38,0.552,210,244,True,
XRX-SKU-03729,Xerox B315,toner,9094.23,55,0.464,745,150,True,
XRX-SKU-03730,Xerox PrimeLink C9070,software,16639.97,57,0.092,385,157,True,
XRX-SKU-03731,Xerox PrimeLink C9070,service,6641.41,29,0.39,836,60,True,
XRX-SKU-03732,Xerox VersaLink B625,software,2642.89,32,0.765,357,221,True,
XRX-SKU-03733,Fuser 115R00138,device,17654.03,20,0.61,747,216,True,
XRX-SKU-03734,Xerox AltaLink C8155,toner,12463.27,60,0.42,884,120,False,
XRX-SKU-03735,Xerox AltaLink C8155,device,15582.01,49,0.346,733,239,True,
XRX-SKU-03736,Xerox PrimeLink C9070,toner,11603.09,34,0.896,751,191,True,
XRX-SKU-03737,Fuser 115R00138,service,8877.3,4,0.387,246,108,True,
XRX-SKU-03738,Xerox C410,device,2563.96,3,0.687,874,48,True,
XRX-SKU-03739,Xerox AltaLink C8155,spare_part,3008.48,17,0.369,181,62,True,
XRX-SKU-03740,Xerox PrimeLink C9070,software,4894.43,11,0.551,749,104,True,
XRX-SKU-03741,Xerox C410,device,13666.46,36,0.905,441,222,True,
XRX-SKU-03742,Xerox C410,toner,7707.11,29,0.031,100,45,True,
XRX-SKU-03743,Xerox VersaLink B625,software,369.79,17,0.647,419,142,True,
XRX-SKU-03744,Xerox C410,software,11492.89,53,0.336,82,184,True,
XRX-SKU-03745,Xerox B315,spare_part,12329.95,3,0.61,900,205,True,
XRX-SKU-03746,Toner 006R04399,spare_part,13226.24,13,0.822,796,232,False,
XRX-SKU-03747,Xerox PrimeLink C9070,spare_part,10717.4,30,0.582,124,160,True,
XRX-SKU-03748,Xerox VersaLink B625,service,10784.46,40,0.679,460,100,True,
XRX-SKU-03749,Xerox C410,device,997.65,13,0.217,589,220,True,
XRX-SKU-03750,Xerox AltaLink C8155,device,2817.46,53,0.841,569,215,True,
XRX-SKU-03751,Fuser 115R00138,service,10944.51,20,0.005,696,184,True,
XRX-SKU-03752,Xerox C410,service,7026.11,53,0.023,758,134,False,
XRX-SKU-03753,Fuser 115R00138,toner,6338.23,10,0.943,308,141,False,
XRX-SKU-03754,Xerox B315,toner,4350.23,29,0.644,195,192,True,
XRX-SKU-03755,Xerox C410,spare_part,11290.9,9,0.448,250,52,True,
XRX-SKU-03756,Xerox VersaLink B625,spare_part,16260.29,50,0.379,875,214,False,
XRX-SKU-03757,Xerox VersaLink B625,toner,18409.07,48,0.816,592,223,True,
XRX-SKU-03758,Xerox AltaLink C8155,software,5566.13,28,0.198,137,180,True,
XRX-SKU-03759,Xerox VersaLink B625,device,10975.07,41,0.529,764,131,True,
XRX-SKU-03760,Fuser 115R00138,device,16889.65,25,0.631,377,241,True,
XRX-SKU-03761,Xerox C410,service,8388.44,20,0.572,771,173,True,
XRX-SKU-03762,Xerox VersaLink B625,spare_part,14993.98,38,0.877,538,187,True,
XRX-SKU-03763,Transfer Belt 001R00613,software,5909.48,42,0.683,896,260,True,
XRX-SKU-03764,Xerox VersaLink B625,toner,6223.29,44,0.224,714,160,True,
XRX-SKU-03765,Xerox C410,device,16504.09,35,0.817,91,181,True,
XRX-SKU-03766,Fuser 115R00138,service,15569.9,14,0.372,170,208,True,
XRX-SKU-03767,Xerox VersaLink B625,device,14484.31,49,0.478,485,42,True,
XRX-SKU-03768,Toner 006R04399,service,15256.59,59,0.751,526,237,True,
XRX-SKU-03769,Toner 006R04399,software,10886.39,51,0.07,609,253,True,
XRX-SKU-03770,Toner 006R04399,toner,566.61,59,0.911,130,28,True,
XRX-SKU-03771,Xerox PrimeLink C9070,toner,12629.76,48,0.209,357,199,True,
XRX-SKU-03772,Toner 006R04399,device,4972.28,23,0.39,812,14,True,
XRX-SKU-03773,Xerox AltaLink C8155,toner,9510.3,60,0.295,403,151,False,
XRX-SKU-03774,Xerox C410,software,10751.84,17,0.258,261,22,True,
XRX-SKU-03775,Xerox PrimeLink C9070,toner,17675.95,4,0.878,620,225,True,
XRX-SKU-03776,Transfer Belt 001R00613,software,7840.03,46,0.467,431,37,True,
XRX-SKU-03777,Toner 006R04399,software,9937.41,59,0.019,3,32,False,
XRX-SKU-03778,Transfer Belt 001R00613,device,14542.6,30,0.097,896,95,True,
XRX-SKU-03779,Toner 006R04399,toner,3158.38,6,0.807,888,204,False,
XRX-SKU-03780,Transfer Belt 001R00613,device,761.04,48,0.895,591,165,True,
XRX-SKU-03781,Transfer Belt 001R00613,spare_part,7027.75,60,0.468,60,254,False,
XRX-SKU-03782,Transfer Belt 001R00613,software,4806.5,40,0.319,469,98,True,
XRX-SKU-03783,Fuser 115R00138,device,5662.91,54,0.892,709,197,True,
XRX-SKU-03784,Xerox PrimeLink C9070,spare_part,4124.51,44,0.53,262,239,True,
XRX-SKU-03785,Xerox AltaLink C8155,software,12494.46,33,0.051,716,50,True,
XRX-SKU-03786,Fuser 115R00138,device,11654.68,4,0.331,804,113,True,
XRX-SKU-03787,Xerox AltaLink C8155,software,11594.86,53,0.54,683,236,True,
XRX-SKU-03788,Xerox B315,software,14219.98,12,0.838,286,98,False,
XRX-SKU-03789,Fuser 115R00138,spare_part,373.87,11,0.157,199,98,False,
XRX-SKU-03790,Xerox AltaLink C8155,software,8394.86,6,0.411,131,203,True,
XRX-SKU-03791,Xerox VersaLink B625,toner,12839.87,54,0.424,871,201,True,
XRX-SKU-03792,Fuser 115R00138,service,17131.14,55,0.995,435,168,False,
XRX-SKU-03793,Xerox AltaLink C8155,spare_part,3128.17,32,0.471,154,219,True,
XRX-SKU-03794,Toner 006R04399,spare_part,5129.5,10,0.572,831,250,True,
XRX-SKU-03795,Xerox AltaLink C8155,software,14484.48,32,0.822,266,224,True,
XRX-SKU-03796,Xerox VersaLink B625,software,2924.63,2,0.804,381,183,True,
XRX-SKU-03797,Xerox VersaLink B625,device,6261.83,51,0.967,293,140,True,
XRX-SKU-03798,Toner 006R04399,spare_part,8398.95,9,0.202,484,219,True,
XRX-SKU-03799,Xerox B315,service,17487.25,5,0.337,596,98,True,
XRX-SKU-03800,Xerox C410,service,1143.54,58,0.076,9,183,True,
XRX-SKU-03801,Xerox AltaLink C8155,spare_part,5669.13,33,0.207,885,126,True,
XRX-SKU-03802,Xerox B315,service,3517.54,60,0.422,719,203,True,
XRX-SKU-03803,Xerox AltaLink C8155,toner,11196.85,3,0.858,148,44,True,
XRX-SKU-03804,Toner 006R04399,device,9057.62,11,0.945,242,194,True,
XRX-SKU-03805,Fuser 115R00138,device,15524.81,46,0.201,471,50,True,
XRX-SKU-03806,Xerox C410,service,8910.86,26,0.294,35,180,True,
XRX-SKU-03807,Xerox C410,service,7040.48,28,0.55,505,24,True,
XRX-SKU-03808,Toner 006R04399,toner,15735.71,48,0.286,78,123,True,
XRX-SKU-03809,Transfer Belt 001R00613,service,1012.51,59,0.303,400,168,True,
XRX-SKU-03810,Xerox AltaLink C8155,service,13846.29,54,0.213,637,256,True,
XRX-SKU-03811,Fuser 115R00138,spare_part,1089.18,20,0.703,448,81,True,
XRX-SKU-03812,Transfer Belt 001R00613,software,6804.39,52,0.51,757,252,False,
XRX-SKU-03813,Fuser 115R00138,service,2302.23,12,0.816,858,241,True,
XRX-SKU-03814,Transfer Belt 001R00613,toner,4942.33,33,0.361,195,233,True,
XRX-SKU-03815,Fuser 115R00138,service,7407.57,14,0.559,284,31,True,
XRX-SKU-03816,Xerox AltaLink C8155,service,7081.84,31,0.582,425,245,True,
XRX-SKU-03817,Transfer Belt 001R00613,service,7228.31,1,0.813,218,27,True,
XRX-SKU-03818,Toner 006R04399,toner,5690.13,45,0.724,729,90,True,
XRX-SKU-03819,Xerox VersaLink B625,device,11088.48,54,0.69,28,118,True,
XRX-SKU-03820,Toner 006R04399,spare_part,15933.55,46,0.597,139,191,True,
XRX-SKU-03821,Xerox VersaLink B625,service,408.6,13,0.386,377,84,True,
XRX-SKU-03822,Transfer Belt 001R00613,service,14399.1,45,0.467,496,165,True,
XRX-SKU-03823,Xerox C410,spare_part,7020.94,37,0.191,649,44,True,
XRX-SKU-03824,Toner 006R04399,device,1933.7,34,0.26,791,232,True,
XRX-SKU-03825,Toner 006R04399,software,6751.72,5,0.2,361,60,True,
XRX-SKU-03826,Toner 006R04399,spare_part,3513.46,41,0.757,752,178,True,
XRX-SKU-03827,Xerox VersaLink B625,toner,9215.16,53,0.417,238,143,True,
XRX-SKU-03828,Toner 006R04399,toner,8353.34,17,0.388,342,18,True,
XRX-SKU-03829,Toner 006R04399,service,2146.52,22,0.2,323,104,True,
XRX-SKU-03830,Xerox C410,toner,8345.91,13,0.012,764,199,True,
XRX-SKU-03831,Toner 006R04399,toner,15990.95,47,0.98,427,67,True,
XRX-SKU-03832,Xerox C410,service,5265.49,54,0.349,482,256,True,
XRX-SKU-03833,Fuser 115R00138,device,6128.9,59,0.606,150,111,True,
XRX-SKU-03834,Transfer Belt 001R00613,software,1075.37,39,0.313,19,11,True,
XRX-SKU-03835,Xerox C410,spare_part,2803.17,21,0.968,190,124,True,
XRX-SKU-03836,Xerox VersaLink B625,service,775.76,19,0.671,832,189,True,
XRX-SKU-03837,Fuser 115R00138,spare_part,9110.69,28,0.983,169,208,False,
XRX-SKU-03838,Toner 006R04399,toner,13370.6,40,0.87,159,71,True,
XRX-SKU-03839,Xerox PrimeLink C9070,software,15751.73,51,0.62,451,96,True,
XRX-SKU-03840,Xerox AltaLink C8155,toner,16030.97,13,0.362,456,231,True,
XRX-SKU-03841,Xerox B315,software,4701.93,43,0.392,893,113,True,
XRX-SKU-03842,Toner 006R04399,service,4754.59,36,0.275,836,161,False,
XRX-SKU-03843,Xerox C410,device,14209.59,33,0.639,79,92,True,
XRX-SKU-03844,Transfer Belt 001R00613,service,4202.98,4,0.876,149,246,True,
XRX-SKU-03845,Transfer Belt 001R00613,toner,6452.9,50,0.218,140,194,True,
XRX-SKU-03846,Transfer Belt 001R00613,software,17806.17,8,0.886,684,207,False,
XRX-SKU-03847,Xerox B315,software,8859.98,2,0.824,878,112,True,
XRX-SKU-03848,Xerox C410,spare_part,16828.41,9,0.028,91,260,True,
XRX-SKU-03849,Fuser 115R00138,service,4447.87,54,0.391,504,157,True,
XRX-SKU-03850,Xerox B315,service,6286.81,38,0.969,488,190,True,
XRX-SKU-03851,Xerox AltaLink C8155,service,3219.03,24,0.114,277,153,True,
XRX-SKU-03852,Xerox VersaLink B625,spare_part,18615.5,30,0.874,32,115,True,
XRX-SKU-03853,Xerox C410,toner,11561.8,11,0.489,188,120,True,
XRX-SKU-03854,Xerox C410,spare_part,9827.13,10,0.459,210,249,True,
XRX-SKU-03855,Xerox AltaLink C8155,device,18786.92,56,0.352,513,71,True,
XRX-SKU-03856,Fuser 115R00138,service,7659.13,60,0.125,42,70,True,
XRX-SKU-03857,Transfer Belt 001R00613,toner,10151.12,1,0.462,307,66,True,
XRX-SKU-03858,Toner 006R04399,software,9831.99,3,0.228,309,228,False,
XRX-SKU-03859,Xerox C410,toner,13296.84,27,0.863,809,15,True,
XRX-SKU-03860,Xerox C410,toner,10375.46,17,0.979,709,156,True,
XRX-SKU-03861,Xerox B315,device,11233.44,10,0.927,605,48,True,
XRX-SKU-03862,Transfer Belt 001R00613,service,5408.6,27,0.391,508,61,True,
XRX-SKU-03863,Xerox AltaLink C8155,toner,15542.19,50,0.312,140,187,True,
XRX-SKU-03864,Xerox VersaLink B625,device,12342.52,40,0.489,330,62,True,
XRX-SKU-03865,Fuser 115R00138,spare_part,10584.55,36,0.497,116,127,True,
XRX-SKU-03866,Xerox VersaLink B625,toner,6197.23,42,0.965,236,29,True,
XRX-SKU-03867,Xerox PrimeLink C9070,toner,13821.13,11,0.308,280,28,True,
XRX-SKU-03868,Xerox VersaLink B625,service,1932.65,60,0.777,225,214,True,
XRX-SKU-03869,Xerox AltaLink C8155,service,9252.3,53,0.513,437,110,True,
XRX-SKU-03870,Xerox C410,software,4182.5,33,0.713,739,73,True,
XRX-SKU-03871,Fuser 115R00138,software,13845.09,43,0.868,802,188,True,
XRX-SKU-03872,Xerox B315,toner,8871.26,15,0.81,104,226,True,
XRX-SKU-03873,Xerox VersaLink B625,spare_part,6180.3,17,0.387,9,102,True,
XRX-SKU-03874,Transfer Belt 001R00613,device,14029.11,20,0.752,186,257,True,
XRX-SKU-03875,Xerox VersaLink B625,spare_part,6935.55,32,0.514,795,102,True,
XRX-SKU-03876,Xerox AltaLink C8155,spare_part,2710.71,10,0.033,799,71,True,
XRX-SKU-03877,Toner 006R04399,device,18539.94,10,0.864,854,188,True,
XRX-SKU-03878,Fuser 115R00138,spare_part,3676.04,33,0.067,821,87,True,
XRX-SKU-03879,Xerox VersaLink B625,device,11221.68,25,0.218,420,198,True,
XRX-SKU-03880,Transfer Belt 001R00613,service,11163.47,45,0.147,547,231,True,
XRX-SKU-03881,Xerox AltaLink C8155,service,6715.65,2,0.458,197,131,True,
XRX-SKU-03882,Toner 006R04399,service,16619.11,39,0.121,8,65,True,
XRX-SKU-03883,Xerox AltaLink C8155,service,11109.03,49,0.9,879,107,True,
XRX-SKU-03884,Xerox PrimeLink C9070,spare_part,12312.5,24,0.775,375,184,True,
XRX-SKU-03885,Transfer Belt 001R00613,toner,2867.6,4,0.362,169,87,True,
XRX-SKU-03886,Xerox AltaLink C8155,spare_part,11559.91,35,0.624,254,173,True,
XRX-SKU-03887,Transfer Belt 001R00613,service,5045.62,21,0.222,705,235,True,
XRX-SKU-03888,Xerox AltaLink C8155,device,6853.6,3,0.422,475,121,True,
XRX-SKU-03889,Fuser 115R00138,device,15213.81,2,0.219,151,102,True,
XRX-SKU-03890,Transfer Belt 001R00613,toner,17093.86,29,0.523,234,13,True,
XRX-SKU-03891,Xerox B315,toner,233.0,6,0.514,732,138,True,
XRX-SKU-03892,Transfer Belt 001R00613,spare_part,16275.76,56,0.767,662,221,True,
XRX-SKU-03893,Xerox PrimeLink C9070,toner,13088.64,51,0.492,467,87,True,
XRX-SKU-03894,Xerox VersaLink B625,device,15445.91,14,0.149,223,55,True,
XRX-SKU-03895,Xerox AltaLink C8155,service,3030.67,60,0.73,613,227,True,
XRX-SKU-03896,Xerox C410,spare_part,2273.28,50,0.115,494,124,True,
XRX-SKU-03897,Xerox AltaLink C8155,toner,17173.92,48,0.0,63,12,True,
XRX-SKU-03898,Xerox C410,device,8691.98,58,0.211,148,71,True,
XRX-SKU-03899,Xerox AltaLink C8155,service,14664.07,47,0.63,701,222,True,
XRX-SKU-03900,Xerox C410,toner,16304.3,14,0.885,671,85,True,
XRX-SKU-03901,Fuser 115R00138,device,16031.1,24,0.911,332,27,True,
XRX-SKU-03902,Fuser 115R00138,software,14822.67,36,0.202,890,155,True,
XRX-SKU-03903,Fuser 115R00138,software,2175.83,60,0.136,490,127,True,
XRX-SKU-03904,Xerox VersaLink B625,device,1508.67,23,0.551,127,215,True,
XRX-SKU-03905,Xerox C410,spare_part,4713.85,13,0.615,28,105,True,
XRX-SKU-03906,Xerox VersaLink B625,service,26.67,40,0.175,881,56,True,
XRX-SKU-03907,Fuser 115R00138,toner,7701.82,56,0.325,437,177,True,
XRX-SKU-03908,Transfer Belt 001R00613,service,16070.25,56,0.525,263,199,True,
XRX-SKU-03909,Xerox VersaLink B625,service,2898.48,40,0.877,875,140,True,
XRX-SKU-03910,Toner 006R04399,device,4759.76,31,0.781,116,81,True,
XRX-SKU-03911,Xerox B315,service,17441.31,44,0.491,456,58,True,
XRX-SKU-03912,Fuser 115R00138,device,6770.22,34,0.068,644,116,True,
XRX-SKU-03913,Xerox PrimeLink C9070,toner,3367.83,7,0.294,79,12,True,
XRX-SKU-03914,Xerox AltaLink C8155,device,16783.63,18,0.804,155,23,True,
XRX-SKU-03915,Xerox AltaLink C8155,device,9902.31,49,0.465,851,189,True,
XRX-SKU-03916,Xerox VersaLink B625,toner,17355.14,30,0.16,808,230,True,
XRX-SKU-03917,Xerox AltaLink C8155,spare_part,12096.3,6,0.611,559,76,True,
XRX-SKU-03918,Xerox VersaLink B625,spare_part,4503.71,33,0.213,265,34,True,
XRX-SKU-03919,Xerox B315,software,12740.94,12,0.687,864,65,True,
XRX-SKU-03920,Xerox B315,spare_part,10498.78,29,0.181,358,254,True,
XRX-SKU-03921,Xerox B315,toner,13688.24,2,0.003,741,87,True,
XRX-SKU-03922,Toner 006R04399,spare_part,576.16,48,0.191,355,213,True,
XRX-SKU-03923,Xerox B315,spare_part,2883.09,27,0.252,484,239,True,
XRX-SKU-03924,Xerox VersaLink B625,software,12423.13,60,0.969,618,83,True,
XRX-SKU-03925,Xerox B315,device,8305.42,13,0.161,538,255,True,
XRX-SKU-03926,Xerox AltaLink C8155,service,3894.0,31,0.364,843,46,True,
XRX-SKU-03927,Xerox PrimeLink C9070,toner,18049.34,60,0.738,361,88,True,
XRX-SKU-03928,Transfer Belt 001R00613,service,12461.42,23,0.859,821,174,True,
XRX-SKU-03929,Fuser 115R00138,device,18698.75,51,0.759,242,234,True,
XRX-SKU-03930,Fuser 115R00138,toner,13830.86,39,0.875,462,249,True,
XRX-SKU-03931,Xerox C410,toner,13668.5,10,0.681,618,130,True,
